12, 8, 72
12, 9, 36
12, 9, 72
12, 10, 60
12, 12, 12
12, 12, 24
12, 12, 36
12, 12, 48
12, 12, 60
12, 12, 72
12, 12, 84
12, 12, 96
12, 14, 84
12, 15, 60
12, 16, 48
12, 16, 96
12, 18, 36
12, 18, 72
12, 20, 60
12, 21, 84
12, 24, 24
12, 24, 48
12, 24, 72
12, 24, 96
12, 28, 84
12, 30, 60
12, 32, 96
12, 36, 36
12, 36, 72
12, 42, 84
12, 48, 48
12, 48, 96
12, 60, 60
12, 72, 72
12, 84, 84
12, 96, 96
13, 13, 13
13, 13, 26
13, 13, 39
13, 13, 52
13, 13, 65
13, 13, 78
13, 13, 91
13, 26, 26
13, 26, 52
13, 26, 78
13, 39, 39
13, 39, 78
13, 52, 52
13, 65, 65
13, 78, 78
13, 91, 91
14, 2, 14
14, 2, 42
14, 2, 70
14, 2, 98
14, 4, 28
14, 4, 84
14, 6, 42
14, 7, 14
14, 7, 28
14, 7, 42
14, 7, 56
14, 7, 70
14, 7, 84
14, 8, 56
14, 10, 70
14, 12, 84
14, 14, 14
14, 14, 28
14, 14, 42
14, 14, 56
14, 14, 70
14, 14, 84
14, 14, 98
14, 21, 42
14, 21, 84
14, 28, 28
14, 28, 56
14, 28, 84
14, 35, 70
14, 42, 42
14, 42, 84
14, 49, 98
14, 56, 56
14, 70, 70
14, 84, 84
14, 98, 98
15, 3, 15
15, 3, 30
15, 3, 60
15, 3, 75
15, 5, 15
15, 5, 30
15, 5, 45
15, 5, 60
15, 5, 90
15, 6, 30
15, 6, 60
15, 9, 45
15, 9, 90
15, 10, 30
15, 10, 60
15, 10, 90
15, 12, 60
15, 15, 15
15, 15, 30
15, 15, 45
15, 15, 60
15, 15, 75
15, 15, 90
15, 18, 90
15, 20, 60
15, 25, 75
15, 30, 30
15, 30, 60
15, 30, 90
15, 45, 45
15, 45, 90
15, 60, 60
15, 75, 75
15, 90, 90
16, 2, 16
16, 2, 48
16, 2, 80
16, 4, 16
16, 4, 32
16, 4, 48
16, 4, 80
16, 4, 96
16, 6, 48
16, 8, 16
16, 8, 32
16, 8, 48
16, 8, 64
16, 8, 80
16, 8, 96
16, 10, 80
16, 12, 48
16, 12, 96
16, 16, 16
16, 16, 32
16, 16, 48
16, 16, 64
16, 16, 80
16, 16, 96
16, 20, 80
16, 24, 48
16, 24, 96
16, 32, 32
16, 32, 64
16, 32, 96
16, 40, 80
16, 48, 48
16, 48, 96
16, 64, 64
16, 80, 80
16, 96, 96
17, 17, 17
17, 17, 34
17, 17, 51
17, 17, 68
17, 17, 85
17, 34, 34
17, 34, 68
17, 51, 51
17, 68, 68
17, 85, 85
18, 2, 18
18, 2, 54
18, 2, 90
18, 3, 18
18, 3, 36
18, 3, 72
18, 3, 90
18, 4, 36
18, 6, 18
18, 6, 36
18, 6, 54
18, 6, 72
18, 6, 90
18, 8, 72
18, 9, 18
18, 9, 36
18, 9, 54
18, 9, 72
18, 9, 90
18, 10, 90
18, 12, 36
18, 12, 72
18, 15, 90
18, 18, 18
18, 18, 36
18, 18, 54
18, 18, 72
18, 18, 90
18, 24, 72
18, 27, 54
18, 30, 90
18, 36, 36
18, 36, 72
18, 45, 90
18, 54, 54
18, 72, 72
18, 90, 90
19, 19, 19
19, 19, 38
19, 19, 57
19, 19, 76
19, 19, 95
19, 38, 38
19, 38, 76
19, 57, 57
19, 76, 76
19, 95, 95
20, 2, 20
20, 2, 60
20, 4, 20
20, 4, 40
20, 4, 60
20, 5, 20
20, 5, 40
20, 5, 60
20, 5, 80
20, 6, 60
20, 8, 40
20, 8, 80
20, 10, 20
20, 10, 40
20, 10, 60
20, 10, 80
20, 12, 60
20, 15, 60
20, 16, 80
20, 20, 20
20, 20, 40
20, 20, 60
20, 20, 80
20, 30, 60
20, 40, 40
20, 40, 80
20, 60, 60
20, 80, 80
21, 3, 21
21, 3, 42
21, 3, 84
21, 6, 42
21, 6, 84
21, 7, 21
21, 7, 42
21, 7, 63
21, 7, 84
21, 9, 63
21, 12, 84
21, 14, 42
21, 14, 84
21, 21, 21
21, 21, 42
21, 21, 63
21, 21, 84
21, 28, 84
21, 42, 42
21, 42, 84
21, 63, 63
21, 84, 84
22, 2, 22
22, 2, 66
22, 4, 44
22, 6, 66
22, 8, 88
22, 11, 22
22, 11, 44
22, 11, 66
22, 11, 88
22, 22, 22
22, 22, 44
22, 22, 66
22, 22, 88
22, 33, 66
22, 44, 44
22, 44, 88
22, 66, 66
22, 88, 88
23, 23, 23
23, 23, 46
23, 23, 69
23, 23, 92
23, 46, 46
23, 46, 92
23, 69, 69
23, 92, 92
24, 2, 24
24, 2, 72
24, 3, 24
24, 3, 48
24, 3, 96
24, 4, 24
24, 4, 48
24, 4, 72
24, 6, 24
24, 6, 48
24, 6, 72
24, 6, 96
24, 8, 24
24, 8, 48
24, 8, 72
24, 8, 96
24, 9, 72
24, 12, 24
24, 12, 48
24, 12, 72
24, 12, 96
24, 16, 48
24, 16, 96
24, 18, 72
24, 24, 24
24, 24, 48
24, 24, 72
24, 24, 96
24, 32, 96
24, 36, 72
24, 48, 48
24, 48, 96
24, 72, 72
24, 96, 96
25, 5, 25
25, 5, 50
25, 5, 75
25, 10, 50
25, 15, 75
25, 25, 25
25, 25, 50
25, 25, 75
25, 50, 50
25, 75, 75
